#----------------------------------------------------------------------------------------------------------------------------------------------------
ID 	    PSRJ       Pref            RAJ           RAf    RAref     DECJ              DECf  DECref      P0                     P0f  P0ref     DM           DMf  DMref
#                               (hms)                              (dms)                              (s)                                    (cm^-3 pc)                   
#------------------------------------------------------------------------------------------------------------------------------------------------------
862   J1555-3134    mlt+78     15:55:17.952         3  hlk+04     -31:34:20.10        13  hlk+04     0.5181097798008          9  hlk+04     73.045         7  hlk+04     
863   J1556-5358    kbm+03     15:56:51.5           3  kbm+03     -53:58:55            2  kbm+03     0.99468068673           14  kbm+03     436            3  kbm+03     
864   J1557-4258    mld+96     15:57:00.2580        9  dsb+98     -42:58:12.66         2  dsb+98     0.329186857758           2  dsb+98     144.497        2  dsb+98     
865   J1558-5419    mlc+01     15:58:41.45         19  mlc+01     -54:19:26            5  mlc+01     0.59457526355           15  mlc+01     657            3  mlc+01     

866   J1558-5756    lfl+06     15:58:30.53          3  lfl+06     -57:56:26.1          4  lfl+06     1.12234168628            3  lfl+06     127.8         10  lfl+06     
867   J1559-44      bcm+15     15:59                4  bcm+15     -44:00              40  bcm+15     1.16989                  0  bcm+15     122.0          0  bcm+15     
868   J1559-4438    vl72       15:59:41.526126      8  dtbr09     -44:38:45.901778    35  dtbr09     0.2570560976508         11  smd93      56.1           4  dmk+93     
869   J1559-5545    mlt+78     15:59:21.3           1  nmc81      -55:45:40            2  nmc81      0.9572424424             4  nmc81      212.9          3  hfs+04     
870   J1600-3053    jbo+07     16:00:51.903338      4  dcl+16     -30:53:49.37542     18  dcl+16     0.00359792851006493      3  dcl+16     52.3245       16  dcl+16     

871   J1600-5044    kac+73     16:00:53.031         3  cuo03      -50:44:20.96         6  cuo03      0.1926012327811          7  cuo03      260.56         9  cuo03      
872   J1600-5751    mlt+78     16:00:19.93          4  smd93      -57:51:14.7          6  smd93      0.194454482247           8  smd93      176.55         8  hfs+04     
873   J1600-5916    lfl+06     16:00:35.0           4  lfl+06     -59:16:59            3  lfl+06     1.2476661740             3  lfl+06     177            4  lfl+06     
874   J1601-50      kek+13     16:01:24            30  kek+13     -50:23               7  kek+13     0.860777                 4  kek+13     59.0           0  kek+13     
875   J1601-5244    mlc+01     16:01:27.3           3  mlc+01     -52:44:09            3  mlc+01     2.559356631              7  mlc+01     273            3  mlc+01     

876   J1601-5335    mlc+01     16:01:54.91          6  mlc+01     -53:35:43.2         11  mlc+01     0.288456511543          16  mlc+01     194.6          7  mlc+01     
877   J1602-4957    kbm+03     16:02:18.2           1  kbm+03     -49:57:32            4  kbm+03     0.81999003685           14  kbm+03     319            4  kbm+03     
878   J1602-5100    kac+73     16:02:18.8           2  dmk+93     -51:00:02            4  dmk+93     0.86422735995            5  dmk+93     170.93         7  hfs+04     
879   J1603+18      dsm+16     16:03:34           118  dsm+16     +18:51               8  dsm+16     0.503                    0  dsm+16     29.7           0  dsm+16     
880   J1603-2531    mld+96     16:03:04.893         3  hlk+04     -25:31:47.35        18  hlk+04     0.283070376692          13  hlk+04     53.763         4  hlk+04     

881   J1603-2712    mlt+78     16:03:08.063         9  hlk+04     -27:13:27.6          6  hlk+04     0.778313192792           4  hlk+04     46.201        16  hlk+04     
882   J1603-3539    ebvb01     16:03:53.697         5  ebvb01     -35:39:57.1          3  ebvb01     0.1419085889640          9  ebvb01     77.5           4  ebvb01     
883   J1603-5657    lml+98     16:03:31.46          2  dsb+98     -56:57:44.19         8  dsb+98     0.49607711306            9  dsb+98     264.07         2  dsb+98     
884   J1603-7202    llb+96     16:03:35.67751       4  rhc+16     -72:02:32.72985     19  rhc+16     0.0148419522510823       7  rhc+16     38.0471        1  hbo06      
885   J1604-44      kjr+11     16:04:32            40  kjr+11     -44:43               7  kjr+11     1.3892                   0  kjr+11     175            0  kjr+11     

886   J1604-4718    lfl+06     16:04:29.41          4  lfl+06     -47:18:47.9          6  lfl+06     0.527465874211          20  lfl+06     52.0          16  lfl+06     
887   J1604-4909    mlt+78     16:04:22.999        12  smd93      -49:09:58.34        14  smd93      0.327417572788          13  smd93      140.8          5  nmc81      
888   J1604-7203    lml+98     16:04:29.177         5  dsb+98     -72:03:30.46         4  dsb+98     0.341402932218           4  dsb+98     54.370         5  dsb+98     
889   J1605-5215    mlc+01     16:05:19.0           4  mlc+01     -52:15:48            5  mlc+01     1.0136087473             5  mlc+01     532            4  mlc+01     
890   J1605-5257    kac+73     16:05:16.3           2  nmc81      -52:57:34            3  nmc81      0.6580131007             5  nmc81      35.1           3  hfs+04     

891   J1607-0032    vl70       16:07:12.1034        8  hlk+04     -00:32:40.83         3  hlk+04     0.42181623358258        13  hlk+04     10.6823        1  srb+15     
892   J1607-5140    mlc+01     16:07:49.3           3  mlc+01     -51:40:16            4  mlc+01     0.34272279247            9  mlc+01     533            3  mlc+01     
893   J1607-6449    bbb+12     16:07:48.711         8  bbb+12     -64:49:43.08         8  bbb+12     0.298116357616           9  bbb+12     89.39          7  bbb+12     
894   J1609-1930    jbo+09     16:09:05.35         12  jbo+09     -19:30:08            9  jbo+09     1.55791724762            7  jbo+09     37             7  jbo+09     
895   J1609-4616    hfs+04     16:09:41.13          4  hfs+04     -46:16:22.5          4  hfs+04     0.249608954839           5  hfs+04     150.1          6  hfs+04     

896   J1609-5158    mlc+01     16:09:26.7           5  mlc+01     -51:58:18            9  mlc+01     1.2794023539             7  mlc+01     1069           8  mlc+01     
897   J1610-1322    dtws85     16:10:42.77          4  hlk+04     -13:22:22            3  hlk+04     1.018392746362          11  hlk+04     49.13          8  hlk+04     
898   J1610-5006    mlc+01     16:10:44.30          9  mlc+01     -50:06:42.2         16  mlc+01     0.48111885215            5  mlc+01     416            3  mlc+01     
899   J1610-5303    kbm+03     16:10:12.82          9  kbm+03     -53:03:49            3  kbm+03     0.78646802352            9  kbm+03     380.1          8  kbm+03     
900   J1611-01      kkl+15     16:11                2  kkl+15     -01:28              36  kkl+15     1.29687                  2  kkl+15     27.21          7  kkl+15     

901   J1611-4811    kbm+03     16:11:02.7           4  kbm+03     -48:11:39            6  kbm+03     1.296850239              3  kbm+03     221            8  kbm+03     
902   J1611-4949    mlc+01     16:11:46.63         11  mlc+01     -49:49:57.2         14  mlc+01     0.66643792285            8  mlc+01     556.8         18  mlc+01     
903   J1611-5209    jlm+92     16:11:03.20          3  jml+95     -52:09:23.6          7  jml+95     0.182491659288           4  jml+95     127.57         5  hfs+04     
904   J1611-5847    lfl+06     16:11:51.313         6  lfl+06     -58:47:42.33         9  lfl+06     0.3545503166464         18  lfl+06     79.9          13  lfl+06     
905   J1612+2008    blr+13     16:12:23.432         3  blr+13     +20:08:18.33         4  blr+13     0.4266459810253         12  blr+13     19.5082       32  bkk+16     

906   J1612-2408    jbo+09     16:12:26.06          3  jbo+09     -24:08:04            2  jbo+09     0.92383371069            3  jbo+09     49             4  jbo+09     
907   J1612-49      ncb+15     16:12:54            30  ncb+15     -49:27               7  ncb+15     0.19268718417           14  ncb+15     439            5  ncb+15     
908   J1612-5136    kbm+03     16:12:00.6           3  kbm+03     -51:36:54            6  kbm+03     0.48331051132           12  kbm+03     1173          12  kbm+03     
909   J1612-55      ncb+15     16:12:06            30  ncb+15     -55:09               7  ncb+15     0.846907                 3  ncb+15     312            8  ncb+15     
910   J1612-5805    kjv+10     16:12:27.816         7  bbb+12     -58:05:29.2          1  bbb+12     0.61552045802            3  bbb+12     171.3          4  bbb+12     

911   J1613-4714    mlt+78     16:13:29.03          3  nmc81      -47:14:25.8          8  nmc81      0.38237595278            5  nmc81      161.2          3  hfs+04     
912   J1613-5211    mlc+01     16:13:42.46         12  mlc+01     -52:11:21.0         18  mlc+01     0.45750181782            7  mlc+01     360.1         20  mlc+01     
913   J1613-5234    mlc+01     16:13:57.49         19  mlc+01     -52:34:17            3  mlc+01     0.65522059567           18  mlc+01     624            4  mlc+01     
914   J1614+0737    mlt+78     16:14:40.906        10  hlk+04     +07:37:31.0          3  hlk+04     1.206801436397           5  hlk+04     21.3949        3  srb+15     
915   J1614-2230    crh+06a    16:14:36.50701       3  mnf+16     -22:30:31.2377      18  mnf+16     0.0031508076534271       6  dpr+10     34.4865        1  dpr+10     

916   J1614-23      crh+06a    16:14                0  crh+06a    -23:15               0  crh+06a    0.0335                   0  crh+06a    52             0  crh+06a    
917   J1614-38      bbb+12     16:14:43             0  bbb+12     -38:46:15            0  bbb+12     0.4641                   0  bbb+12     110            0  bbb+12     
918   J1614-3937    mld+96     16:14:31.227         7  dsb+98     -39:37:28.8          2  dsb+98     0.407292274238           6  dsb+98     152.44         2  dsb+98     
919   J1614-5048    jlm+92     16:14:11.29          3  wmp+00     -50:48:03.5          5  wmp+00     0.23169383623            8  wmp+00     582.8          3  wmp+00     
920   J1614-5144    kbm+03     16:14:45.7           5  kbm+03     -51:44:49            9  kbm+03     1.5340081422             5  kbm+03     748           13  kbm+03     

921   J1614-5402    kbm+03     16:14:50.38          6  kbm+03     -54:02:47            2  kbm+03     0.57259227192            6  kbm+03     300            4  kbm+03     
922   J1615-2940    mlt+78     16:15:52.83          9  hlk+04     -29:40:16            5  hlk+04     2.47756787384            5  hlk+04     44.79         14  hlk+04     
923   J1615-5444    kbm+03     16:15:01.191         8  kbm+03     -54:44:32.4          2  kbm+03     0.360957675308           4  kbm+03     312.6          5  kbm+03     
924   J1615-5537    jlm+92     16:15:40.43          3  jml+95     -55:37:00.5          3  jml+95     0.79152571562            2  jml+95     124.48         8  jml+95     
925   J1616-5017    ncb+15     16:16:29.89          4  ncb+15     -50:17:14.9          2  ncb+15     0.491384121830          13  ncb+15     194            4  ncb+15     

926   J1616-5109    mlc+01     16:16:30.9           5  mlc+01     -51:09:17            9  mlc+01     1.2195938825             8  mlc+01     1160          15  mlc+01     
927   J1616-5208    mlc+01     16:16:23.4           4  mlc+01     -52:08:48            4  mlc+01     1.0258308926             4  mlc+01     488            3  mlc+01     
928   J1617-4216    ebvb01     16:17:23.38          5  ebvb01     -42:16:59            1  ebvb01     3.42846630955           13  ebvb01     163.6          5  ebvb01     
929   J1617-4608    lfl+06     16:17:35.105        13  lfl+06     -46:08:36.5          3  lfl+06     0.567080221721          10  lfl+06     321.5         12  lfl+06     
930   J1617-5055    kcm+98     16:17:29.3           1  kcm+98     -50:55:13.2          2  kcm+98     0.069356847              3  kcm+98     467            5  kcm+98     

931   J1618-39      eb01b      16:18:30            50  eb01b      -39:19              10  eb01b      0.011987313              5  eb01b      117.5          4  eb01b      
932   J1618-4723    kbm+03     16:18:06.80          1  kbm+03     -47:23:19.1          3  kbm+03     0.20355287786            5  kbm+03     134.7          3  kbm+03     
933   J1619-42      kek+13     16:19:06            30  kek+13     -42:02               7  kek+13     1.023152                 4  kek+13     172.0          0  kek+13     
934   J1620-5414    hfs+04     16:20:14.44         10  hfs+04     -54:14:51.7         16  hfs+04     1.15636028782            9  hfs+04     71             8  hfs+04     
935   J1621-5039    mlc+01     16:21:04.71         16  mlc+01     -50:39:48.6         18  mlc+01     1.08401994353           16  mlc+01     261            3  mlc+01     

936   J1621-5243    kbm+03     16:21:55.8           1  kbm+03     -52:43:44            3  kbm+03     0.37192413884            6  kbm+03     363            4  kbm+03     
937   J1622-3751    bbb+12     16:22:04.58          4  bbb+12     -37:51:13.9          9  bbb+12     0.7314627228             5  bbb+12     153.8          5  bbb+12     
938   J1622-4332    lml+98     16:22:45.468         8  dsb+98     -43:32:28.2          3  dsb+98     0.91693752262            2  dsb+98     230.68         2  dsb+98     
